hammering hammer
coke coke
converter convert
lubricator lubricate
snuffle snuffle
swing swing
government govern
try-on try_on
assortment assort
pullback pull_back
tremble tremble
rustication rusticate
bitch bitch
quizzer quiz
pricking prick
installing instal
deduction deduct
lever lever
plant plant
singer sing
contract contract
mutineer mutiny
drinker drink
reverting revert
lyophilisation lyophilise
adaptation adapt
cuddling cuddle
banger bang
flake flake
clap clap
superscription superscribe
nibbler nibble
sublet sublet
optimization optimize
fishery fish
oyster oyster
agitator agitate
anatomy anatomize
tearing tear
undercoat undercoat
rubbing rub
category categorize
execration execrate
sulk sulk
charioteer chariot
thatcher thatch
inspirer inspire
rededication rededicate
registration register
mockery mock
damascene damascene
stave stave
slugger slug
phoner phone
prance prance
frisk frisk
halt halt
impendence impend
croaker croak
whisker whisker
embrocation embrocate
ensilage ensile
bettor bet
chit_chat chitchat
manacle manacle
cloak cloak
abrader abrade
muller mull
vulgarisation vulgarise
despatch despatch
pillager pillage
bewitchment bewitch
juggling juggle
antagonism antagonize
inactivation inactivate
snipe snipe
ration ration
debit debit
remunerator remunerate
spy spy
synthesis synthesise
vulgarization vulgarize
waning wane
registry register
blabber blab
toter tote
beggar beggar
drilling drill
sentence sentence
freightage freight
intervenor intervene
parcellation parcel
achievement achieve
obsession obsess
picture depict
wearing wear
journey journey
disheartenment dishearten
grappling grapple
thawing thaw
documentary document
benefit benefit
interceptor intercept
issuer issue
utilisation utilise
hinge hinge
plasterer plaster
bloat bloat
canulisation cannulate
diagramming diagram
enquirer enquire
advocator advocate
apprehension apprehend
gleaming gleam
musher mush
markup mark_up
apery ape
arguer argue
factor factorize
arm arm
slam_dancing slam_dance
carjacking carjack
address address
fulmination fulminate
peace pacify
abreaction abreact
prolongation prolong
crenelle crenellate
poetizer poetize
splitter split
horsewhipping horsewhip
plonk plonk
shovel shovel
blotch blotch
dancing dance
sabre sabre
repositioning reposition
lacing lace
puffing puff
slam slam
conventionalisation conventionalise
highjacker highjack
plea_bargain plea-bargain
recycling recycle
chew chew
pallor pale
countersign countersign
schmoozer schmooze
suggester suggest
perception perceive
fiddle fiddle
pedal pedal
squeak squeak
agglomerator agglomerate
birdie birdie
still still
flavouring flavour
feature feature
honk honk
doer do
quibbler quibble
introduction introduce
sledgehammer sledgehammer
focalisation focalise
institution institute
aid aid
towel towel
pinion pinion
shuttle shuttle
crochet crochet
dissipation dissipate
notation note
voting vote
gabble gabble
deodourant deodourise
harmoniser harmonise
puking puke
schematization schematize
talk talk
deputy deputize
gap gap
indemnity indemnify
individualisation individualise
throttler throttle
conference confer
bust bust
level level
paring pare
reverberance reverberate
snow snow
hollow hollow
rousing rouse
sneezer sneeze
novation novate
socializing socialize
monetisation monetise
jabbing jab
fast fast
shiner shine
expression express
boob boob
taping tape
huffing huff
gaol gaol
shuffling shuffle
ferment ferment
odor odorize
evasion evade
readjustment readjust
excoriation excoriate
crawling crawl
snowboarding snowboard
prick prick
toper tope
maltreatment maltreat
option opt
hope hope
dislodgement dislodge
cavil cavil
denouncement denounce
scolding scold
novelisation novelise
defaulter default
steerage steer
confederate confederate
rattler rattle
adopter adopt
revivification revivify
fingerprinting fingerprint
scrap scrap
sponger sponge
energizing energize
travesty travesty
mouse mouse
seine seine
wiper wipe
ruination ruin
slang slang
truster trust
goer go
smiling smile
cushioning cushion
penetrator penetrate
type typify
reassessment reassess
detection detect
slump slump
dispossession dispossess
cube cube
leaker leak
serration serrate
muffler muffle
ionization ionize
logrolling logroll
spot-welding spotweld
bark bark
opposer oppose
retirement retire
exhortation exhort
vesication vesicate
equipment equip
interlock interlock
muse muse
factorization factorize
detergence deterge
stitching stitch
intercommunication intercommunicate
philosophizing philosophize
setup set_up
posit posit
fuller full
persuasion persuade
serving serve
concussion concuss
pother pother
shaping shape
invoice invoice
chomping chomp
roach roach
magnet magnetise
initialisation initialise
Photostat photostat
venerator venerate
smoulder smoulder
counterweight counterweight
bumbler bumble
forger forge
apostate apostatise
deferment defer
halter halter
entertainment entertain
joiner join
intensity intensify
itemization itemize
iodine iodinate
squeezing squeeze
bayonet bayonet
whang whang
dehiscence dehisce
scandal scandalize
ruggedisation ruggedise
acid acidulate
collectivization collectivize
controller control
communisation communise
plagiarizer plagiarize
domination dominate
ache ache
pacer pace
triangulation triangulate
mimicker mimic
shuck shuck
jib jib
spangle spangle
crasher crash
freezer freeze
job job
Anglicization anglicize
coconspirator coconspire
lime lime
securer secure
chatter chatter
race race
reprover reprove
rosin rosin
rotation rotate
fling fling
mire mire
refinery refine
solarisation solarise
spotlight spotlight
stoop stoop
embracing embrace
evacuation evacuate
catena catenate
cramp cramp
formulation formulate
microfilm microfilm
control control
facing face
crepitation crepitate
brushup brush_up
reckoner reckon
misconduct misconduct
deflator deflate
obtainment obtain
speck speck
invasion invade
find find
disjuncture disjoin
beater beat
wetting wet
debugger debug
header head
generation generate
iridescence iridesce
incurvation incurvate
preponderance preponderate
bow bow
colonizer colonize
inoculator inoculate
scrutiny scrutinise
coaching coach
husk husk
flying fly
dyeing dye
horsewhip horsewhip
crenelle crenelate
whitener whiten
shouting shout
collusion collude
string string
blowing blow
palaver palaver
expectoration expectorate
litigant litigate
exculpation exculpate
channelization channelize
displeasure displease
baulker baulk
peek peek
harvesting harvest
mimer mime
muck muck
reveller revel
channel channel
yen yen
teaser tease
bowl bowl
monopoliser monopolise
fraction fractionate
gray gray
variate vary
devil devilize
hemstitch hemstitch
instantiation instantiate
attire attire
launch launch
intrusion intrude
reimbursement reimburse
condition condition
taunting taunt
maceration macerate
valuer value
flush flush
doubt doubt
peculator peculate
slant slant
objurgation objurgate
shuttlecock shuttlecock
ice_skate ice_skate
straggle straggle
painter paint
gunner gun
galvanism galvanise
partaker partake
tweezer tweeze
squawker squawk
persona personify
humification humify
getting get
muster muster
pith pith
rouser rouse
liberty liberate
maimer maim
isomerisation isomerise
declension decline
propitiation propitiate
solvate solvate
colour colour
farmer farm
embossment emboss
filter filtrate
encroachment encroach
ion ionise
bastard bastardise
compressor compress
remission remit
bluster bluster
coupling couple
beeper beep
traveling travel
revetment revet
felicitation felicitate
splatter splatter
succor succor
mastering master
remedy remedy
abuser abuse
touter tout
skinny-dipper skinny-dip
degaussing degauss
liver live
bond bond
congregating congregate
endowment endow
arbitrement arbitrate
comfort comfort
chance chance
strangler strangle
hypophysectomy hypophysectomise
goldbricking goldbrick
repellent repel
contradiction contradict
exemplification exemplify
silver silver
unitization unitize
beep beep
plaster plaster
rubber rubberize
commission commission
falter falter
alchemy alchemize
quadruplicate quadruple
craze craze
hurting hurt
contentment content
quadruple quadruplicate
blow blow
farrow farrow
coupler couple
club club
sprout sprout
poundage pound
scum scum
desperate despair
fawner fawn
emulation emulate
nasalization nasalize
maturation mature
weighing weigh
hugging hug
twirler twirl
fascination fascinate
colonization colonize
clamp clamp
excruciation excruciate
drafting draft
cloud cloud
climate acclimatise
vandal vandalize
bitt bitt
intervention intervene
reforestation reforest
supplementation supplement
frazzle frazzle
spending spend
detainee detain
deliverer deliver
servitor serve
quickening quicken
musing muse
upholstery upholster
pounding pound
delegate delegate
rumpus rumpus
interview interview
prevention prevent
sharing share
barrage bombard
suit sue
prawn prawn
hewer hew
plane plane
patina patinate
whirlpool whirlpool
implication imply
swim swim
underachiever underachieve
shackle shackle
knell knell
adapter adapt
energiser energise
whirligig whirligig
square square
manumission manumit
speaker speak
synchronization synchronize
finagler finagle
masquerade masquerade
happening happen
kidnapper kidnap
fink fink
scrabble scrabble
italic italicize
backlash backlash
copyist copy
scandalisation scandalise
deflagration deflagrate
remover remove
ratification ratify
depiction depict
quaver quaver
arrogation arrogate
speed_skate speed_skate
filing file
hobnail hobnail
numeration numerate
floater float
order order
disconcertment disconcert
henna henna
shipment ship
push push
appreciator appreciate
dive dive
polemic polemicise
crop crop
fingerspelling fingerspell
extoller extol
toil toil
rhumba rhumba
macadam macadamize
stargazer stargaze
supper sup
obviation obviate
cancellation cancel
Tantalus tantalise
dare dare
dismissal dismiss
stuffer stuff
holdover hold_over
withstander withstand
picker pick
specialization specialize
lading lade
rustling rustle
conventionalization conventionalize
taxer tax
tinker tinker
errancy err
commutator commutate
garb garb
interviewee interview
coloring color
baker bake
thrashing thrash
marginalisation marginalise
regiment regiment
e-mail e-mail
sod sod
groveler grovel
emaciation emaciate
spatter spatter
assistant assist
tail tail
namer name
soiling soil
marvel marvel
butt-welding buttweld
chain catenulate
foil foil
accompanist accompany
overlay overlay
moderator moderate
annoyance annoy
continuation continue
neutralization neutralize
relinquishing relinquish
ditto ditto
mulct mulct
showing show
make make
permit permit
flux flux
drama dramatize
heat heat
exudation exude
extinguisher extinguish
scribe scribe
speculation speculate
work work
Bowdler bowdlerise
startup start_up
braggart brag
thrust thrust
choir choir
roomer room
swatter swat
creole creolize
command command
living live
loop loop
novelization novelize
scorner scorn
vocalization vocalize
hospital hospitalize
bombing bomb
coquette coquette
stop stop
taper taper
query query
dining dine
flashing flash
industrialism industrialise
glorification glorify
nicker nicker
stoppage stop
singalong sing_along
backslider backslide
hock hock
hesitation hesitate
camber camber
buster bust
keratinization keratinize
frontage front
baronet baronetize
prostitute prostitute
advocacy advocate
counting count
glamorization glamorize
rejuvenation rejuvenate
whitening whiten
chisel chisel
sensitization sensitize
portrait portray
blaze blaze
lopper lop
grubstake grubstake
odour odourise
humanization humanize
flavourer flavour
upbraiding upbraid
takeout take_out
coagulant coagulate
detonation detonate
precession precede
compliancy comply
visit visit
feminization feminize
neglecter neglect
twister twist
feeling feel
dealing deal
worshipper worship
falconer falcon
miniaturisation miniaturise
containment contain
wrapping wrap
denial deny
bully bully
disbeliever disbelieve
styler style
invitation invite
skipper skipper
barrel barrel
hawking hawk
heliograph heliograph
overindulgence overindulge
ambition ambition
crying cry
endearment endear
voider void
decolonization decolonize
imbrication imbricate
ball ball
crucifixion crucify
cabal cabal
intuition intuit
imitation imitate
sermon sermonise
hugger hug
turn turn
sluggard slug
archaist archaize
commandment command
rage rage
stimulant stimulate
gasp gasp
neuter castrate
competitor compete
mangler mangle
syllabication syllabicate
bellow bellow
conditioner condition
harbinger harbinger
rebuke rebuke
designer design
divorce divorce
rant rant
feel feel
lease lease
lacer lace
retrieval retrieve
tiptoe tiptoe
mechanization mechanize
shrilling shrill
salt salt
joyride joyride
mass mass
attendant attend
diviner divine
submersion submerse
recoding recode
fossilisation fossilise
importer import
gratification gratify
mushroom mushroom
earner earn
orbiter orbit
betrothal betroth
hybridizing hybridize
keeping keep
embellishment embellish
base base
transportation transport
actualization actualize
punctuation punctuate
rebellion rebel
tamer tame
somersaulting somersault
rustic rusticate
clot clot
pleasure please
gnarl gnarl
braid braid
ponderer ponder
poultice poultice
reviser revise
pup pup
trampler trample
diminution diminish
glimpse glimpse
accuser accuse
fluoridisation fluoridise
binding bind
catalyst catalyze
span span
update update
kayak kayak
laminator laminate
put-on put_on
eddy eddy
harmonizer harmonize
attraction attract
tenderization tenderize
sterilizer sterilize
repellant repel
defector defect
mud mud
accordance accord
shave shave
fixation fixate
misfire misfire
courting court
sipper sip
fucker fuck
savouring savour
teething teethe
ultracentrifugation ultracentrifuge
cannulisation cannulate
resentment resent
starting start
snick snick
yielding yield
sectionalisation sectionalise
torture torture
servicing service
free free
aerosol aerosolize
intern intern
receipt receipt
class class
voodoo voodoo
eruption erupt
climbing climb
sleet sleet
pulse pulse
spring-cleaning spring-clean
expose expose
counselor counsel
overcast overcast
haunt haunt
boil boil
browser browse
reporter report
roisterer roister
clanger clang
castrate castrate
earthing earth
coquetry coquet
picture picture
transpiration transpire
shudder shudder
pod pod
dry_cleaner dry_clean
filtration filter
gang gang
rivetter rivet
poisoning poison
burglar burglarise
trafficker traffic
grunt grunt
squirter squirt
rectification rectify
softener soften
rout rout
gorger gorge
beard beard
buffer buffer
expelling expel
digit digitise
tittivation tittivate
glamour glamour
blood blood
spear spear
mandatary mandate
complexion complexion
overseer oversee
shadowboxing shadowbox
swob swob
intermixture intermix
giver give
flavorer flavor
memorizer memorize
desiccation desiccate
persecution persecute
circuit circuit
myth mythologize
boozer booze
dichotomy dichotomize
acceleration accelerate
extraction extract
civilization civilize
abridger abridge
waver wave
daydream daydream
concatenation concatenate
scourer scour
resumption resume
inosculation inosculate
bottleneck bottleneck
decentralisation decentralise
razing raze
chewing chew
sweater sweat
predetermination predetermine
sparkler sparkle
wrangling wrangle
seating seat
factoring factor
eulogy eulogize
chloroform chloroform
spectator spectate
panhandler panhandle
retailing retail
cease cease
substantiation substantiate
recommendation recommend
secretor secrete
savoring savor
project project
plagiarisation plagiarise
subjugation subjugate
collation collate
philosophy philosophize
abhorrer abhor
regret regret
desensitisation desensitise
dislike dislike
fakery fake
motor motorize
sympathy sympathise
judging judge
gauge gauge
pigeonholing pigeonhole
snoop snoop
adductor adduct
gesture gesture
bravo bravo
despoliation despoil
inspector inspect
gaoler gaol
scouring scour
jubilance jubilate
deviation deviate
utilizer utilize
cartoon cartoon
leafage leaf
bloom bloom
subpoena subpoena
matter matter
pole pole
conceptualisation conceptualise
twaddle twaddle
listening listen
engineer engineer
syllogizer syllogize
crate crate
task task
gazette gazette
discrimination discriminate
tenting tent
bid bid
dissembling dissemble
revitalisation revitalise
circumcision circumcise
grading grade
notice notify
howler howl
pollinator pollinate
slur slur
decoration decorate
tessella tessellate
rhapsody rhapsodise
amortization amortize
summary summarize
kern kern
scrutiny scrutinize
underperformer underperform
refrigerator refrigerate
fixture fix
titter titter
criticism criticise
subrogation subrogate
elocution elocute
rake rake
shamble shamble
epoxy epoxy
spanking spank
decoy decoy
fraternisation fraternise
strengthening strengthen
chondrin chondrify
plowing plow
tantaliser tantalise
hoarder hoard
suspension suspend
expulsion expel
torment torment
strengthener strengthen
agglutination agglutinate
ransom ransom
comb comb
applique applique
amble ambulate
concealing conceal
boost boost
invigilator invigilate
provision provide
centrifugation centrifuge
stocking stock
anagram anagrammatize
identity identify
soilure soil
buckle buckle
misconception misconceive
plague plague
bouncer bounce
decampment decamp
fall fall
infatuation infatuate
bender bend
depreciation depreciate
slough slough
cadger cadge
resister resist
trembler tremble
discontent discontent
economizer economize
throb throb
opponent oppose
ether etherize
bustle bustle
exhibitor exhibit
model model
marching march
sleepover sleep_over
backstop backstop
jelly jelly
cleavage cleave
lifter lift
enfeoffment enfeoff
leveler level
quarters quarter
plea_bargaining plea-bargain
abetment abet
decimal decimalise
inducement induce
sneak sneak
cataloger catalogue
spree spree
propellent propel
barnstormer barnstorm
stirrer stir
cross-questioner cross_question
difference differ
tone intonate
soldier soldier
whispering whisper
essay essay
pronunciation pronounce
elongation elongate
disentanglement disentangle
spirit spirit
switch-hitter switch-hit
aggravator aggravate
outfitting outfit
hoodoo hoodoo
complexifier complexify
honor honor
deepening deepen
paragrapher paragraph
hatching hatch
sit-in sit_in
apprehender apprehend
equipping equip
skating skate
foliage foliate
buss buss
glamourization glamourize
slavery slave
negative negative
tamper tamp
revolution revolt
barrage barrage
disavowal disavow
opsonization opsonize
heckling heckle
pursuance pursue
dissatisfaction dissatisfy
copolymer copolymerize
covariation co-vary
outlawry outlaw
table tabulate
cannula cannulate
propagation propagate
make-believe make_believe
amortisation amortise
fort fortify
bewilderment bewilder
style stylize
giving give
suck suck
graining grain
consideration consider
redemption redeem
affect affect
toaster toast
toady toady
deposit deposit
scrunch scrunch
triangle triangulate
pollution pollute
congelation congeal
cross-linkage cross-link
reharmonization reharmonize
preserver preserve
superinfection superinfect
swamp swamp
warehouse warehouse
procrastination procrastinate
huddle huddle
snorkeling snorkel
purchase purchase
purchaser purchase
birth be_born
dictator dictate
hamstring hamstring
despair despair
excavator excavate
metrication metricate
fuckup fuck_up
misquotation misquote
boo boo
pipe pipe
binder bind
indoctrination indoctrinate
system systemize
extemporisation extemporise
dehydration dehydrate
digitalis digitalize
traducement traduce
transmitting transmit
makeup make_up
organisation organise
fructification fructify
urinator urinate
plunderer plunder
hiccup hiccup
dissenter dissent
lookout look_out
scout scout
vexation vex
consignee consign
scaffolding scaffold
search search
crusher crush
solicitor solicit
symbolization symbolize
thumping thump
conga conga
impairment impair
marinade marinade
discounter discount
fund fund
fade fade
loser lose
glider glide
adolescent adolesce
crown crown
presenter present
quiz quiz
serialization serialize
regression regress
somnambulation somnambulate
initiator initiate
garnish garnish
roarer roar
clew clew
rejection reject
recapture recapture
embracement embrace
zapper zap
synchronizer synchronize
overbid overbid
experimenter experiment
shove shove
plunderage plunder
fodder fodder
vower vow
expiration expire
pirouette pirouette
bale bale
sport sport
employment employ
smuggler smuggle
sleigh sleigh
guess guess
unsnarling unsnarl
procurement procure
wagerer wager
canonisation canonise
plunder plunder
sniper snipe
shrug shrug
restorer restore
fielder field
interdependency interdepend
erection erect
steriliser sterilise
intussusception intussuscept
hanger hang
code code
redetermination redetermine
balloon balloon
arbitrage arbitrage
acceptance accept
ebbing ebb
packaging package
verifier verify
territorialization territorialize
reference refer
laundry launder
interdiction interdict
catheter catheterize
shambling shamble
supervision supervise
pyramid pyramid
kink kink
safeguard safeguard
effect effect
magnet magnetize
parachutist parachute
transgressor transgress
overcapitalisation overcapitalise
enlightenment enlighten
hog hog
ejection eject
comparison compare
skirl skirl
discriminator discriminate
grain grain
stacker stack
auctioneer auction
declamation declaim
presage presage
exuberance exuberate
foundering founder
enervation enervate
spot_weld spot-weld
renunciation renounce
publisher publish
lessor let
rain rain
outrage outrage
characterisation characterise
reach reach
coding code
cognizance cognize
harm harm
glow glow
kneeler kneel
machinery machine
protest protest
revocation revoke
chamfer chamfer
dodderer dodder
daze daze
calm calm
nick nick
protraction protract
ram ram
account account
conjecture conjecture
acetylation acetylate
valet valet
appraisal appraise
bargee barge
edge edge
usage use
creator create
hydrogen hydrogenate
capitalisation capitalise
corrasion corrade
commandant command
test_drive test_drive
kowtow kowtow
impregnation impregnate
circularisation circularise
cock cock
eraser erase
cowhide cowhide
stink stink
burr burr
shimmy shimmy
general general
meddling meddle
parader parade
occupancy occupy
abstinent abstain
integration integrate
bifurcation bifurcate
electrification electrify
evaluator evaluate
tuck tuck
snuggling snuggle
effectuation effectuate
ebony ebonize
adhesion adhere
reappearance reappear
filiation filiate
transamination transaminate
die die
stunner stun
sender send
process process
scallop scallop
closing close
impounding impound
shooting shoot
comprehension comprehend
experience experience
preacher preach
question question
resuscitator resuscitate
exhaustion exhaust
playactor playact
leak leak
crowd crowd
sniveling snivel
ostracism ostracize
recrudescence recrudesce
upholsterer upholster
informant inform
disesteem disesteem
inhalator inhale
deflexion deflect
suspect suspect
go-ahead go_ahead
lob lob
enthronization enthrone
affliction afflict
gutter gutter
undulation undulate
ejector eject
gold_plate gold-plate
honour honour
failure fail
vaticinator vaticinate
yield yield
deletion delete
suffix suffix
strider stride
hibachi hibachi
deliberation deliberate
mussitation mussitate
proceeding proceed
impartation impart
tip tip
starboard starboard
footslogger footslog
inhabitation inhabit
factor_analysis factor_analyze
thinker think
action action
seeder seed
decimalization decimalize
extrication extricate
repudiation repudiate
verse versify
reunion reunify
rip rip
pearl pearl
allegorizer allegorize
chop chop
distraction distract
sclaff sclaff
pursuit pursue
comparing compare
anaesthetic anaesthetise
taint taint
diner dine
blotter blot
moulter moult
cover-up cover_up
sealing seal
doodle doodle
grind grind
playacting playact
auction auction
groveller grovel
acquaintance acquaint
rebel rebel
introjection introject
nursery nurse
symbol symbolise
docket docket
broadside broadside
licenser license
anchorage anchor
perpetrator perpetrate
demythologization demythologize
counseling counsel
romper romp
theory theorize
meander meander
forwarding forward
interrogation interrogate
coagulation coagulate
condensation condense
victimiser victimise
linkage link
decay decay
annihilator annihilate
squirm squirm
exclusion exclude
phase phase
quaffer quaff
reformer reform
scrounger scrounge
governor govern
situation situate
outline outline
military militarize
hasp hasp
lock lock
ridge ridge
implosion implode
protection protect
rotting rot
splicer splice
instilment instil
audition audition
chine chine
cheek cheek
spelunker spelunk
dauber daub
progress progress
importation import
reprimand reprimand
hybrid hybridize
slip-up slip_up
pirate pirate
legalisation legalise
narrowing narrow
inhibition inhibit
deprecation deprecate
dreaming dream
supplement supplement
sex sex
swathing swathe
disruption disrupt
wavering waver
whore whore
generalisation generalise
judge judge
monopolist monopolise
ejaculation ejaculate
succussion succuss
flap flap
trickery trick
erecting erect
shoot shoot
rumble rumble
incurrence incur
square_dancer square_dance
swash swash
presupposition presuppose
brace brace
debilitation debilitate
trap trap
intoxication intoxicate
lisper lisp
mind mind
encoding encode
fuel fuel
excretion excrete
booker book
schemer scheme
producer produce
sway sway
plait plait
paddler paddle
facilitator facilitate
lift lift
invigoration invigorate
draw draw
sermoniser sermonise
relation relate
commune communise
varnisher varnish
fellation fellate
cackler cackle
computer computerise
plight plight
measure measure
seizer seize
differentiator differentiate
demodulator demodulate
rancher ranch
misdirection misdirect
eliminator eliminate
allegory allegorize
growth grow
sail sail
grinder grind
snore snore
shivering shiver
stumper stump
transgression transgress
mate mate
swathe swathe
scold scold
superannuation superannuate
espial espy
content content
pelter pelt
distortion distort
liberalization liberalize
conveying convey
mingling mingle
contaminant contaminate
logger log
broom broom
rank rank
accompaniment accompany
breakaway break_away
positioner position
hybridisation hybridise
perpetuation perpetuate
letdown let_down
camping camp
deprivation deprive
duster dust
carpentry carpenter
deracination deracinate
suborner suborn
instrument instrument
fleece fleece
helper help
angler angle
speechifier speechify
winter winter
standardisation standardise
sudation sudate
carousal carouse
hoister hoist
misspelling misspell
seeking seek
confutation confute
recoil recoil
commentary commentate
grater grate
quintupling quintuple
spume spume
place place
boxing box
clipper clip
motorisation motorise
refereeing referee
shouter shout
indicator indicate
berry berry
garrison garrison
shearing shear
resistance resist
desynchronisation desynchronise
chain-smoker chain-smoke
globe conglobate
Assumption assume
grab grab
moderation moderate
parley parley
blockage block
blacklist blacklist
delivery deliver
specialiser specialise
fix fix
genuflexion genuflect
designing design
microwave microwave
spaying spay
tango tango
disorientation disorient
witchery witch
booster boost
putoff put_off
phonation phonate
transition transition
theologiser theologise
gate gate
comment comment
citation cite
debauchee debauch
dovetail dovetail
predecessor precede
redeposition redeposit
scatter scatter
upheaval upheave
permutation permute
obligation oblige
top top
printer print
undress undress
bivouac bivouac
legalization legalize
humor humor
chitchat chitchat
corner corner
bleacher bleach
intonation intone
chatterer chatter
fraternity fraternize
cough cough
coagulum coagulate
umpire umpire
compassion compassionate
sailplaning sailplane
dimple dimple
devise devise
divulgement divulge
cycle cycle
populariser popularise
pauperization pauperize
torpedo torpedo
persuader persuade
shampoo shampoo
torturer torture
kindling kindle
glance glance
lust lust
cleaner clean
decision decide
overheating overheat
barter barter
pouter pout
conquering conquer
conviction convict
predestination predestine
snivel snivel
vaccine vaccinate
testing test
formula formularize
bludgeon bludgeon
crunch crunch
scoff scoff
immigration immigrate
gift gift
squawk squawk
gin gin
ranching ranch
sweetening sweeten
cracking crack
shortening shorten
sensation sense
oxygenation oxygenate
interest interest
overshoot overshoot
spike spike
disconcertion disconcert
skyrocket skyrocket
pet pet
litter litter
dignity dignify
chelation chelate
wholesaler wholesale
mortice mortice
supplier supply
squire squire
mail mail
wholesale wholesale
rave rave
collision collide
protestation protest
tackle tackle
macrame macrame
extension extend
malversation malversate
suction suction
theory theorise
pout pout
silhouette silhouette
meter meter
start start
baptism baptize
butt_welding buttweld
prattle prattle
modification modify
fraction fraction
cypher cypher
digester digest
osculator osculate
fake fake
equipage equip
resilience resile
scribbler scribble
tie-up tie_up
assessor assess
Nazism nazify
crap crap
usurper usurp
sorbent sorb
film film
disforestation disforest
chomp chomp
accumulation accumulate
digging dig
exoneration exonerate
goad goad
scolder scold
beetle beetle
enucleation enucleate
ordainer ordain
fragmentation fragment
quester quest
highlighter highlight
disapproval disapprove
solving solve
batter bat
maturation maturate
dosage dose
rust rust
tuner tune
quarrier quarry
silencer silence
portent portend
deal deal
xerox xerox
adventurer adventure
persecutor persecute
say say
railroading railroad
sniff sniff
duplication duplicate
peptisation peptise
designation designate
impaction impact
summons summons
panting pant
copout cop_out
storage store
school school
journeying journey
gimp gimp
nickname nickname
gravitation gravitate
pee pee
officiant officiate
time time
weaver weave
horror horrify
insolation insolate
subsidisation subsidise
recovery recover
kickback kick_back
remediation remediate
carbon carbonize
spot_welder spot-weld
saliva salivate
prying pry
catechism catechize
thumbtack thumbtack
differentiation differentiate
formication formicate
mew mew
doubling double
breeding breed
preservation preserve
chicanery chicane
ironing iron
heel heel
lunching lunch
castling castle
conjuration conjure
pull pull
back back
do-gooder do_good
buckram buckram
piss piss
shack shack
desorption desorb
overestimation overestimate
co-star co-star
establishment establish
promisee promise
arrogator arrogate
intubation intubate
reproof reproof
brutalisation brutalise
besieger besiege
bundle bundle
tasting taste
mince mince
commuter commute
blunderer blunder
trephine trephine
liberalisation liberalise
proceedings proceed
warrant warrant
tale tell
cookery cook
discredit discredit
subsidizer subsidize
fool fool
yelp yelp
curvature curve
drugging drug
jubilee jubilate
freighter freight
transudation transude
terror terrorise
accrual accrue
shoring shore
marauder maraud
harrier harry
maturement mature
singe singe
stiffener stiffen
fragment fragment
panelling panel
prefix prefix
coincidence coincide
penalization penalize
moulding mould
labour labour
defamer defame
cornice cornice
exudate exude
scollop scollop
throttling throttle
elaboration elaborate
interpellation interpellate
vasectomy vasectomize
bracing brace
wasting waste
trader trade
expectancy expect
sitter sit
bait bait
victim victimize
idolisation idolise
woolgatherer woolgather
tinter tint
flexure flex
theorisation theorise
initiation initiate
capital capitalise
internationalisation internationalise
manipulation manipulate
lipstick lipstick
advisee advise
pull-up pull_up
shill shill
indweller indwell
critique critique
snoring snore
restrainer restrain
shake shake
caramel caramelize
giggler giggle
garland garland
request request
ablation ablate
scar scar
temporizer temporize
flowage flow
smoking smoke
quadruplicate quadruplicate
boomerang boomerang
venesection venesect
gape gape
belch belch
scrape scrape
refinisher refinish
prowler prowl
procedure proceed
impairer impair
nerve nerve
contracture contract
steer steer
scale scale
waster waste
overstrain overstrain
motorcycling motorcycle
dabbler dabble
relaxer relax
brutalization brutalize
room room
veil veil
blower blow
tweak tweak
gallop gallop
background background
hood hood
mooring moor
container containerize
reassurance reassure
descent descend
tackler tackle
squanderer squander
snigger snigger
tier tie
streak streak
dismantling dismantle
bailment bail
cane cane
quiver quiver
salvager salvage
production produce
tryout try_out
dither dither
proctor proctor
field field
luff luff
telephoner telephone
stuffing stuff
bronze bronze
supination supinate
cloture cloture
japan japan
dropkicker drop-kick
manifestation manifest
struggle struggle
honoree honor
throw throw
glisten glisten
twitter twitter
preaching preach
globalization globalize
sightseer sightsee
course course
harasser harass
mandator mandate
fucking fuck
tag tag
polluter pollute
encroacher encroach
dynamiter dynamite
allegory allegorise
rewriter rewrite
zip zip
walk-through walk_through
purl_stitch purl_stitch
system systemise
clarification clarify
manufacture manufacture
silt silt
break break
rising rise
mocker mock
cuckoo cuckoo
marketing market
alphabetization alphabetize
shortener shorten
pronouncement pronounce
denomination denominate
wrangler wrangle
whiffer whiff
mapper map
beholder behold
gliding glide
dogfight dogfight
hurdler hurdle
precondition precondition
huckster huckster
perfecter perfect
research research
transcriber transcribe
overrun overrun
cross-fertilisation cross-fertilise
roller_skate roller_skate
moonshiner moonshine
depolarization depolarize
asphalt asphalt
foil foliate
dishonor dishonor
mesh mesh
exchange exchange
kitten kitten
commemoration commemorate
product produce
sandwich sandwich
screwup screw_up
trampling trample
motoring motor
harbor harbor
piloting pilot
slap slap
brachiation brachiate
scrubber scrub
enjoining enjoin
kit kit
explication explicate
publicizer publicize
driftage drift
seasoning season
retrial retry
dj DJ
pollenation pollenate
syndication syndicate
Dunkard dunk
coach coach
bicker bicker
resolve resolve
rap rap
bidder bid
syllogism syllogize
face face
brawler brawl
shearer shear
totterer totter
short short
formula formulate
dyer dye
pay pay
welder weld
disownment disown
boom boom
extinction extinguish
jerking jerk
supersession supersede
explorer explore
posing pose
standardiser standardise
